year_month,postal_code,customer_class,total_gallons
201202,78729,Irrigation - Multi-Family,1186500
201412,78702,Irrigation - Multi-Family,551700
201501,78660,Irrigation - Residential,9600
201402,78704,Irrigation - Residential,96800
201406,78744,Multi-Family,23767600
201508,78750,Residential,104972800
201306,78717,Irrigation - Multi-Family,5255300
201402,78739,Irrigation - Residential,900
201711,78748,Irrigation - Residential,20300
201402,78660,Irrigation - Residential,7900
201202,78717,Residential,19562600
201407,78731,Irrigation - Residential,612900
201204,78724,Irrigation - Multi-Family,0
201503,78748,Irrigation - Multi-Family,1010300
201601,78660,Irrigation - Multi-Family,274200
201212,78617,Irrigation - Residential,4900
201203,78757,Irrigation - Multi-Family,24300
201312,78753,Irrigation - Multi-Family,1490000
201510,78724,Irrigation - Residential,14300
201801,78701,Residential,733200
201607,78749,Irrigation - Multi-Family,7968800
201607,78746,Irrigation - Multi-Family,999000
201406,78750,Irrigation - Residential,34500
201605,78717,Irrigation - Residential,25100
201607,78747,Irrigation - Multi-Family,971500
201409,78729,Residential,34971100
201205,78753,Irrigation - Residential,0
201601,78723,Irrigation - Residential,3800
201308,78722,Multi-Family,2979100
201405,78613,Multi-Family,415600
201301,78727,Irrigation - Multi-Family,2425600
201701,78704,Irrigation - Multi-Family,2344000
201409,78739,Residential,85164300
201204,78741,Irrigation - Multi-Family,1590900
201502,78724,Irrigation - Residential,13800
201702,78727,Irrigation - Multi-Family,2784100
201303,78745,Irrigation - Multi-Family,1581000
201602,78739,Residential,26253500
201410,78721,Multi-Family,4264300
201505,78703,Irrigation - Residential,527400
201307,78737,Irrigation - Residential,18300
201504,78726,Residential,13826000
201805,78750,Residential,59737000
201205,78741,Irrigation - Residential,20900
201201,78750,Irrigation - Residential,0
201403,78729,Residential,17384900
201307,78736,Irrigation - Residential,22700
201510,78736,Irrigation - Multi-Family,617900
201702,78731,Irrigation - Residential,227700
201507,78729,Irrigation - Multi-Family,2356500
201603,78701,Irrigation - Multi-Family,788600
201311,78748,Irrigation - Residential,15100
201309,78705,Residential,13845900
201507,78723,Irrigation - Multi-Family,27700
201308,78701,Residential,1482200
201704,78705,Irrigation - Residential,28800
201206,78725,Multi-Family,333900
201509,78749,Irrigation - Residential,35400
201208,78722,Irrigation - Multi-Family,179500
201505,78723,Irrigation - Multi-Family,109100
201304,78726,Irrigation - Multi-Family,4304400
201304,78717,Multi-Family,7635800
201506,78736,Irrigation - Multi-Family,360000
201501,78736,Multi-Family,2205600
201403,78729,Irrigation - Multi-Family,627900
201804,78745,Irrigation - Multi-Family,3048800
201608,78703,Residential,74736100
201405,78754,Irrigation - Multi-Family,2482000
201210,78727,Irrigation - Residential,5500
201510,78721,Irrigation - Multi-Family,174000
201507,78737,Irrigation - Residential,5900
201406,78736,Multi-Family,2162600
201207,78652,Multi-Family,22300
201612,78728,Irrigation - Multi-Family,3180000
201508,78757,Irrigation - Residential,95000
201205,78754,Irrigation - Multi-Family,1537800
201312,78726,Irrigation - Multi-Family,1483100
201402,78727,Multi-Family,18563000
201205,78750,Irrigation - Multi-Family,1497600
201409,78746,Irrigation - Residential,556800
201508,78701,Residential,1715300
201411,78724,Irrigation - Multi-Family,160200
201309,78750,Residential,94323300
201605,78748,Multi-Family,19200200
201501,78728,Irrigation - Multi-Family,903300
201407,78725,Multi-Family,214500
201401,78735,Irrigation - Multi-Family,466900
201212,78746,Irrigation - Residential,450300
201501,78703,Irrigation - Residential,415000
201302,78717,Residential,21551600
201712,78746,Irrigation - Multi-Family,347800
201310,78717,Residential,34246000
201703,78738,Residential,100
201504,78752,Irrigation - Multi-Family,27100
201409,78728,Multi-Family,7804200
201212,78729,Irrigation - Multi-Family,2943800
201307,78731,Multi-Family,18427600
201702,78723,Irrigation - Residential,8500
201311,78652,Irrigation - Residential,43800
201201,78730,Irrigation - Residential,224700
201611,78756,Residential,11790100
201512,78754,Irrigation - Residential,23100
201207,78745,Irrigation - Residential,113300
201712,78717,Residential,29441500
201410,78731,Multi-Family,17680400
201408,78704,Irrigation - Residential,320500
201201,78749,Irrigation - Multi-Family,2584200
201308,78727,Irrigation - Multi-Family,7296100
201708,78719,Residential,1978000
201201,78747,Multi-Family,6411000
201301,78753,Multi-Family,53196100
201602,78701,Irrigation - Multi-Family,657100
201504,78742,Residential,605800
201511,78751,Irrigation - Residential,109600
201711,78702,Irrigation - Residential,17800
201604,78717,Multi-Family,11047600
201311,78730,Irrigation - Residential,154100
201711,78756,Irrigation - Residential,45900
201704,78703,Irrigation - Residential,852500
201411,78749,Irrigation - Residential,42800
201604,78756,Irrigation - Multi-Family,59200
201205,78717,Irrigation - Residential,19400
201303,78725,Residential,2173200
201711,78719,Residential,1860900
201804,78660,Irrigation - Residential,27800
201505,78721,Irrigation - Multi-Family,29900
201409,78717,Irrigation - Multi-Family,6085800
201808,78759,Residential,110327400
201311,78756,Irrigation - Residential,33500
201809,78751,Irrigation - Multi-Family,778100
201501,78729,Irrigation - Multi-Family,1496600
201204,78727,Irrigation - Residential,5600
201307,78724,Multi-Family,12906800
201702,78742,Irrigation - Multi-Family,124700
201311,78747,Multi-Family,6793400
201203,78759,Irrigation - Multi-Family,641000
201306,78653,Multi-Family,155700
201408,78728,Irrigation - Multi-Family,2926500
201209,78742,Multi-Family,323300
201611,78703,Irrigation - Residential,1212300
201703,78745,Multi-Family,30599200
201607,78702,Irrigation - Multi-Family,1119200
201301,78758,Residential,43347700
201406,78725,Residential,2546200
201407,78750,Multi-Family,12868500
201207,78736,Multi-Family,1953200
201603,78724,Irrigation - Multi-Family,104700
201509,78750,Irrigation - Multi-Family,3123400
201402,78703,Residential,37470600
201610,78752,Irrigation - Multi-Family,168500
201305,78712,Residential,0
201703,78739,Residential,28369800
201204,78704,Irrigation - Residential,162400
201512,78748,Residential,56988400
201410,78759,Irrigation - Multi-Family,1512800
201603,78746,Irrigation - Multi-Family,241500
201506,78731,Irrigation - Residential,363600
201211,78747,Irrigation - Residential,64700
201205,78722,Irrigation - Multi-Family,44500
201807,78705,Multi-Family,31826100
201410,78613,Irrigation - Multi-Family,887100
201509,78758,Irrigation - Residential,69100
201604,78704,Irrigation - Residential,135100
201606,78731,Irrigation - Multi-Family,534300
201508,78727,Irrigation - Residential,52300
201409,78736,Irrigation - Multi-Family,358800
201609,78723,Irrigation - Multi-Family,363300
201406,78737,Irrigation - Residential,14000
201712,78723,Irrigation - Residential,11800
201512,78759,Irrigation - Residential,35600
201802,78741,Multi-Family,71835100
201511,78702,Irrigation - Multi-Family,875800
201305,78652,Residential,811900
201701,78742,Irrigation - Multi-Family,134000
201201,78724,Irrigation - Residential,18800
201504,78726,Irrigation - Residential,56900
201506,78746,Multi-Family,11051900
201605,78758,Residential,34940100
201511,78744,Irrigation - Residential,196700
201407,78744,Irrigation - Residential,3200
201602,78728,Multi-Family,7183500
201207,78704,Irrigation - Residential,292400
201401,78750,Residential,42766100
201505,78703,Irrigation - Multi-Family,553300
201405,78727,Multi-Family,18938000
201606,78729,Irrigation - Multi-Family,3093000
201504,78730,Multi-Family,4598600
201409,78747,Multi-Family,9001300
201308,78748,Irrigation - Multi-Family,10731500
201404,78735,Residential,20406500
201602,78704,Irrigation - Residential,125000
201702,78729,Residential,16660400
201802,78744,Residential,44331700
201206,78726,Multi-Family,12255000
201203,78754,Residential,17657900
201611,78728,Multi-Family,6972200
201508,78717,Irrigation - Multi-Family,11191300
201704,78741,Irrigation - Residential,48900
201505,78735,Irrigation - Multi-Family,1428300
201510,78701,Irrigation - Residential,41400
201612,78735,Multi-Family,9366200
201502,78702,Irrigation - Residential,19000
201204,78705,Irrigation - Residential,42700
201202,78750,Irrigation - Residential,0
201309,78739,Residential,80888900
201806,78704,Irrigation - Residential,310300
201611,78751,Irrigation - Residential,96300
201210,78749,Irrigation - Multi-Family,8019600
201212,78725,Multi-Family,208500
201706,78702,Residential,26075800
201612,78748,Irrigation - Multi-Family,4347000
201204,78759,Residential,62707700
201209,78729,Irrigation - Multi-Family,6583800
201609,78744,Residential,50921100
201306,78613,Multi-Family,109100
201202,78729,Irrigation - Residential,3000
201310,78705,Irrigation - Multi-Family,454200
201308,78748,Irrigation - Residential,34000
201301,78652,Multi-Family,21700
201611,78737,Irrigation - Residential,5500
201412,78704,Irrigation - Multi-Family,986600
201608,78722,Irrigation - Multi-Family,273600
201407,78717,Irrigation - Residential,24700
201311,78749,Irrigation - Residential,25900
201505,78729,Residential,18088000
201505,78617,Irrigation - Residential,8700
201508,78721,Irrigation - Multi-Family,112800
201401,78752,Multi-Family,20256500
201305,78742,Residential,742700
201301,78703,Irrigation - Multi-Family,369200
201308,78750,Irrigation - Residential,37600
201403,78753,Irrigation - Residential,3100
201706,78721,Residential,14040100
201210,78725,Residential,2355200
201502,78745,Irrigation - Residential,23800
201604,78739,Residential,35729100
201310,78749,Irrigation - Residential,26800
201511,78705,Residential,10811300
201309,78717,Irrigation - Multi-Family,8379400
201602,78703,Residential,40663200
201311,78726,Irrigation - Multi-Family,4603900
201504,78736,Irrigation - Residential,6300
201608,78725,Multi-Family,233500
201702,78702,Irrigation - Multi-Family,390600
201508,78756,Irrigation - Residential,97600
201408,78757,Irrigation - Multi-Family,415500
201206,78746,Irrigation - Residential,611900
201407,78749,Residential,83552000
201411,78617,Irrigation - Residential,4300
201807,78736,Irrigation - Residential,28400
201403,78727,Multi-Family,17973500
201209,78724,Multi-Family,13961300
201612,78617,Irrigation - Residential,5600
201709,78741,Residential,20889200
201510,78735,Multi-Family,10980900
201703,78739,Irrigation - Multi-Family,0
201806,78724,Residential,22260300
201411,78750,Residential,55842300
201208,78724,Multi-Family,14344900
201303,78744,Irrigation - Multi-Family,1179900
201809,78733,Residential,112000
201301,78748,Irrigation - Residential,13300
201611,78705,Irrigation - Residential,158300
201508,78728,Multi-Family,8614800
201607,78756,Multi-Family,5803200
201503,78652,Residential,889300
201311,78613,Multi-Family,207600
201505,78726,Residential,13741700
201701,78747,Irrigation - Multi-Family,573300
201306,78617,Irrigation - Residential,5600
201501,78737,Residential,5492800
201510,78750,Irrigation - Residential,20700
201304,78652,Multi-Family,23900
201609,78745,Residential,73603400
201711,78744,Irrigation - Residential,52500
201410,78753,Residential,39461700
201410,78729,Irrigation - Multi-Family,4216300
201405,78758,Irrigation - Residential,18500
201602,78736,Multi-Family,2603700
201308,78750,Multi-Family,14168800
201505,78722,Irrigation - Multi-Family,89200
201611,78736,Irrigation - Residential,17300
201310,78729,Irrigation - Residential,15900
201412,78751,Irrigation - Residential,36900
201312,78748,Multi-Family,17134800
201609,78747,Irrigation - Multi-Family,1028200
201511,78723,Irrigation - Residential,3900
201801,78653,Irrigation - Multi-Family,0
201604,78737,Irrigation - Residential,6700
201602,78735,Irrigation - Multi-Family,466600
201408,78754,Irrigation - Residential,18600
201305,78728,Irrigation - Multi-Family,934500
201308,78742,Multi-Family,350400
201312,78704,Irrigation - Residential,78600
201505,78745,Multi-Family,30000000
201507,78757,Irrigation - Residential,33800
201201,78722,Irrigation - Multi-Family,41700
201405,78726,Irrigation - Residential,81100
201701,78745,Irrigation - Multi-Family,1137400
201403,78723,Multi-Family,20150400
201505,78752,Residential,11355600
201510,78704,Multi-Family,55773900
201204,78724,Irrigation - Residential,32000
201601,78731,Irrigation - Multi-Family,431800
201211,78724,Multi-Family,13347100
201606,78727,Irrigation - Residential,19200
201312,78750,Irrigation - Multi-Family,727600
201309,78753,Irrigation - Residential,20100
201507,78730,Irrigation - Multi-Family,1061300
201505,78702,Multi-Family,11204200
201602,78758,Irrigation - Residential,19600
201706,78750,Irrigation - Multi-Family,1144600
201508,78613,Irrigation - Multi-Family,2566600
201404,78758,Irrigation - Multi-Family,1660700
201404,78742,Residential,681500
201511,78747,Irrigation - Multi-Family,842200
201606,78613,Irrigation - Multi-Family,995100
201408,78705,Irrigation - Multi-Family,887200
201612,78702,Irrigation - Residential,12900
201201,78737,Irrigation - Residential,5200
201507,78617,Irrigation - Residential,12000
201405,78747,Multi-Family,7263500
201701,78705,Irrigation - Residential,23800
201603,78737,Irrigation - Residential,5800
201512,78751,Irrigation - Multi-Family,429700
201305,78722,Irrigation - Multi-Family,201400
201705,78725,Residential,2956100
201702,78719,Residential,1444100
201303,78736,Residential,11454000
201402,78652,Residential,612200
201711,78736,Irrigation - Residential,24400
201507,78725,Residential,2989400
201603,78727,Multi-Family,21489600
201510,78725,Residential,3180000
201612,78721,Irrigation - Multi-Family,147400
201703,78748,Residential,55930000
201511,78754,Irrigation - Multi-Family,2912700
201301,78759,Irrigation - Residential,87800
201503,78727,Irrigation - Multi-Family,947300
201311,78719,Multi-Family,530100
201303,78705,Irrigation - Multi-Family,380800
201702,78613,Multi-Family,2414500
201504,78753,Irrigation - Multi-Family,2039700
201401,78721,Residential,15903600
201410,78717,Residential,38036100
201202,78736,Multi-Family,1881300
201505,78729,Multi-Family,18817500
201203,78759,Irrigation - Residential,34900
201209,78750,Irrigation - Residential,55400
201402,78705,Irrigation - Multi-Family,279700
201404,78723,Irrigation - Multi-Family,94500
201604,78759,Multi-Family,36290100
201604,78617,Irrigation - Residential,5700
201602,78723,Irrigation - Residential,700
201505,78701,Residential,804200
